id,account_id,created_at,amount,quantity,status,region,channel,score,note
121,acct_121,2026-05-13T12:00:00Z,1604.40,2,new,na,web,84,plain note
122,acct_122,2026-05-14T12:01:00Z,1617.77,3,active,eu,mobile,84.7,"contains comma, here"
123,acct_123,2026-05-15T12:02:00Z,1631.14,4,paused,apac,partner,85.4,"line one
line two"
124,acct_124,2026-05-16T12:03:00Z,1644.51,5,closed,latam,retail,86.1,"escaped ""quote"""
125,acct_125,2026-05-17T12:04:00Z,1657.88,6,archived,mea,web,86.8,unicode café 東京
126,acct_126,2026-05-18T12:05:00Z,1671.25,7,needs_review,na,mobile,87.5,plain note
127,acct_127,2026-05-19T12:06:00Z,1684.62,8,new,eu,partner,88.2,"contains comma, here"
128,acct_128,2026-05-20T12:07:00Z,1697.99,9,active,apac,retail,88.9,"line one
line two"
129,acct_129,2026-05-21T12:08:00Z,1711.36,10,paused,latam,web,89.6,"escaped ""quote"""
130,acct_130,2026-05-22T12:09:00Z,1724.73,11,closed,mea,mobile,90.3,unicode café 東京
131,acct_131,2026-05-23T12:10:00Z,1738.10,12,archived,na,partner,91,plain note
132,acct_132,2026-05-24T12:11:00Z,1751.47,13,needs_review,eu,retail,91.7,"contains comma, here"
133,acct_133,2026-05-25T12:12:00Z,1764.84,14,new,apac,web,92.4,"line one
line two"
134,acct_134,2026-05-26T12:13:00Z,1778.21,15,active,latam,mobile,93.1,"escaped ""quote"""
135,acct_135,2026-05-27T12:14:00Z,1791.58,16,paused,mea,partner,93.8,unicode café 東京
136,acct_136,2026-05-01T12:15:00Z,1804.95,17,closed,na,retail,94.5,plain note
137,acct_137,2026-05-02T12:16:00Z,1818.32,1,archived,eu,web,95.2,"contains comma, here"
138,acct_138,2026-05-03T12:17:00Z,1831.69,2,needs_review,apac,mobile,95.9,"line one
line two"
139,acct_139,2026-05-04T12:18:00Z,1845.06,3,new,latam,partner,96.6,"escaped ""quote"""
140,acct_140,2026-05-05T12:19:00Z,1858.43,4,active,mea,retail,97.3,unicode café 東京
141,acct_141,2026-05-06T12:20:00Z,1871.80,5,paused,na,web,98,plain note
142,acct_142,2026-05-07T12:21:00Z,1885.17,6,closed,eu,mobile,98.7,"contains comma, here"
143,acct_143,2026-05-08T12:22:00Z,1898.54,7,archived,apac,partner,99.4,"line one
line two"
144,acct_144,2026-05-09T12:23:00Z,1911.91,8,needs_review,latam,retail,0.1,"escaped ""quote"""
145,acct_145,2026-05-10T12:24:00Z,1925.28,9,new,mea,web,0.8,unicode café 東京
146,acct_146,2026-05-11T12:25:00Z,1938.65,10,active,na,mobile,1.5,plain note
147,acct_147,2026-05-12T12:26:00Z,1952.02,11,paused,eu,partner,2.2,"contains comma, here"
148,acct_148,2026-05-13T12:27:00Z,1965.39,12,closed,apac,retail,2.9,"line one
line two"
149,acct_149,2026-05-14T12:28:00Z,1978.76,13,archived,latam,web,3.6,"escaped ""quote"""
150,acct_150,2026-05-15T12:29:00Z,1992.13,14,needs_review,mea,mobile,4.3,unicode café 東京
151,acct_151,2026-05-16T12:30:00Z,2005.50,15,new,na,partner,5,plain note
152,acct_152,2026-05-17T12:31:00Z,2018.87,16,active,eu,retail,5.7,"contains comma, here"
153,acct_153,2026-05-18T12:32:00Z,2032.24,17,paused,apac,web,6.4,"line one
line two"
154,acct_154,2026-05-19T12:33:00Z,2045.61,1,closed,latam,mobile,7.1,"escaped ""quote"""
155,acct_155,2026-05-20T12:34:00Z,2058.98,2,archived,mea,partner,7.8,unicode café 東京
156,acct_156,2026-05-21T12:35:00Z,2072.35,3,needs_review,na,retail,8.5,plain note
157,acct_157,2026-05-22T12:36:00Z,2085.72,4,new,eu,web,9.2,"contains comma, here"
158,acct_158,2026-05-23T12:37:00Z,2099.09,5,active,apac,mobile,9.9,"line one
line two"
159,acct_159,2026-05-24T12:38:00Z,2112.46,6,paused,latam,partner,10.6,"escaped ""quote"""
160,acct_160,2026-05-25T12:39:00Z,2125.83,7,closed,mea,retail,11.3,unicode café 東京
161,acct_161,2026-05-26T12:40:00Z,2139.20,8,archived,na,web,12,plain note
162,acct_162,2026-05-27T12:41:00Z,2152.57,9,needs_review,eu,mobile,12.7,"contains comma, here"
163,acct_163,2026-05-01T12:42:00Z,2165.94,10,new,apac,partner,13.4,"line one
line two"
164,acct_164,2026-05-02T12:43:00Z,2179.31,11,active,latam,retail,14.1,"escaped ""quote"""
165,acct_165,2026-05-03T12:44:00Z,2192.68,12,paused,mea,web,14.8,unicode café 東京
166,acct_166,2026-05-04T12:45:00Z,2206.05,13,closed,na,mobile,15.5,plain note
167,acct_167,2026-05-05T12:46:00Z,2219.42,14,archived,eu,partner,16.2,"contains comma, here"
168,acct_168,2026-05-06T12:47:00Z,2232.79,15,needs_review,apac,retail,16.9,"line one
line two"
169,acct_169,2026-05-07T12:48:00Z,2246.16,16,new,latam,web,17.6,"escaped ""quote"""
170,acct_170,2026-05-08T12:49:00Z,2259.53,17,active,mea,mobile,18.3,unicode café 東京
171,acct_171,2026-05-09T12:50:00Z,2272.90,1,paused,na,partner,19,plain note
172,acct_172,2026-05-10T12:51:00Z,2286.27,2,closed,eu,retail,19.7,"contains comma, here"
173,acct_173,2026-05-11T12:52:00Z,2299.64,3,archived,apac,web,20.4,"line one
line two"
174,acct_174,2026-05-12T12:53:00Z,2313.01,4,needs_review,latam,mobile,21.1,"escaped ""quote"""
175,acct_175,2026-05-13T12:54:00Z,2326.38,5,new,mea,partner,21.8,unicode café 東京
176,acct_176,2026-05-14T12:55:00Z,2339.75,6,active,na,retail,22.5,plain note
177,acct_177,2026-05-15T12:56:00Z,2353.12,7,paused,eu,web,23.2,"contains comma, here"
178,acct_178,2026-05-16T12:57:00Z,2366.49,8,closed,apac,mobile,23.9,"line one
line two"
179,acct_179,2026-05-17T12:58:00Z,2379.86,9,archived,latam,partner,24.6,"escaped ""quote"""
180,acct_180,2026-05-18T12:59:00Z,2393.23,10,needs_review,mea,retail,25.3,unicode café 東京
181,acct_181,2026-05-19T12:00:00Z,2406.60,11,new,na,web,26,plain note
182,acct_182,2026-05-20T12:01:00Z,2419.97,12,active,eu,mobile,26.7,"contains comma, here"
183,acct_183,2026-05-21T12:02:00Z,2433.34,13,paused,apac,partner,27.4,"line one
line two"
184,acct_184,2026-05-22T12:03:00Z,2446.71,14,closed,latam,retail,28.1,"escaped ""quote"""
185,acct_185,2026-05-23T12:04:00Z,2460.08,15,archived,mea,web,28.8,unicode café 東京
186,acct_186,2026-05-24T12:05:00Z,2473.45,16,needs_review,na,mobile,29.5,plain note
187,acct_187,2026-05-25T12:06:00Z,2486.82,17,new,eu,partner,30.2,"contains comma, here"
188,acct_188,2026-05-26T12:07:00Z,2500.19,1,active,apac,retail,30.9,"line one
line two"
189,acct_189,2026-05-27T12:08:00Z,2513.56,2,paused,latam,web,31.6,"escaped ""quote"""
190,acct_190,2026-05-01T12:09:00Z,2526.93,3,closed,mea,mobile,32.3,unicode café 東京
191,acct_191,2026-05-02T12:10:00Z,2540.30,4,archived,na,partner,33,plain note
192,acct_192,2026-05-03T12:11:00Z,2553.67,5,needs_review,eu,retail,33.7,"contains comma, here"
193,acct_193,2026-05-04T12:12:00Z,2567.04,6,new,apac,web,34.4,"line one
line two"
194,acct_194,2026-05-05T12:13:00Z,2580.41,7,active,latam,mobile,35.1,"escaped ""quote"""
195,acct_195,2026-05-06T12:14:00Z,2593.78,8,paused,mea,partner,35.8,unicode café 東京
196,acct_196,2026-05-07T12:15:00Z,2607.15,9,closed,na,retail,36.5,plain note
197,acct_197,2026-05-08T12:16:00Z,2620.52,10,archived,eu,web,37.2,"contains comma, here"
198,acct_198,2026-05-09T12:17:00Z,2633.89,11,needs_review,apac,mobile,37.9,"line one
line two"
199,acct_199,2026-05-10T12:18:00Z,2647.26,12,new,latam,partner,38.6,"escaped ""quote"""
200,acct_200,2026-05-11T12:19:00Z,2660.63,13,active,mea,retail,39.3,unicode café 東京
201,acct_201,2026-05-12T12:20:00Z,2674.00,14,paused,na,web,40,plain note
202,acct_202,2026-05-13T12:21:00Z,2687.37,15,closed,eu,mobile,40.7,"contains comma, here"
203,acct_203,2026-05-14T12:22:00Z,2700.74,16,archived,apac,partner,41.4,"line one
line two"
204,acct_204,2026-05-15T12:23:00Z,2714.11,17,needs_review,latam,retail,42.1,"escaped ""quote"""
205,acct_205,2026-05-16T12:24:00Z,2727.48,1,new,mea,web,42.8,unicode café 東京
206,acct_206,2026-05-17T12:25:00Z,2740.85,2,active,na,mobile,43.5,plain note
207,acct_207,2026-05-18T12:26:00Z,2754.22,3,paused,eu,partner,44.2,"contains comma, here"
208,acct_208,2026-05-19T12:27:00Z,2767.59,4,closed,apac,retail,44.9,"line one
line two"
209,acct_209,2026-05-20T12:28:00Z,2780.96,5,archived,latam,web,45.6,"escaped ""quote"""
210,acct_210,2026-05-21T12:29:00Z,2794.33,6,needs_review,mea,mobile,46.3,unicode café 東京
211,acct_211,2026-05-22T12:30:00Z,2807.70,7,new,na,partner,47,plain note
212,acct_212,2026-05-23T12:31:00Z,2821.07,8,active,eu,retail,47.7,"contains comma, here"
213,acct_213,2026-05-24T12:32:00Z,2834.44,9,paused,apac,web,48.4,"line one
line two"
214,acct_214,2026-05-25T12:33:00Z,2847.81,10,closed,latam,mobile,49.1,"escaped ""quote"""
215,acct_215,2026-05-26T12:34:00Z,2861.18,11,archived,mea,partner,49.8,unicode café 東京
216,acct_216,2026-05-27T12:35:00Z,2874.55,12,needs_review,na,retail,50.5,plain note
217,acct_217,2026-05-01T12:36:00Z,2887.92,13,new,eu,web,51.2,"contains comma, here"
218,acct_218,2026-05-02T12:37:00Z,2901.29,14,active,apac,mobile,51.9,"line one
line two"
219,acct_219,2026-05-03T12:38:00Z,2914.66,15,paused,latam,partner,52.6,"escaped ""quote"""
220,acct_220,2026-05-04T12:39:00Z,2928.03,16,closed,mea,retail,53.3,unicode café 東京
221,acct_221,2026-05-05T12:40:00Z,2941.40,17,archived,na,web,54,plain note
222,acct_222,2026-05-06T12:41:00Z,2954.77,1,needs_review,eu,mobile,54.7,"contains comma, here"
223,acct_223,2026-05-07T12:42:00Z,2968.14,2,new,apac,partner,55.4,"line one
line two"
224,acct_224,2026-05-08T12:43:00Z,2981.51,3,active,latam,retail,56.1,"escaped ""quote"""
225,acct_225,2026-05-09T12:44:00Z,2994.88,4,paused,mea,web,56.8,unicode café 東京
226,acct_226,2026-05-10T12:45:00Z,3008.25,5,closed,na,mobile,57.5,plain note
227,acct_227,2026-05-11T12:46:00Z,3021.62,6,archived,eu,partner,58.2,"contains comma, here"
228,acct_228,2026-05-12T12:47:00Z,3034.99,7,needs_review,apac,retail,58.9,"line one
line two"
229,acct_229,2026-05-13T12:48:00Z,3048.36,8,new,latam,web,59.6,"escaped ""quote"""
230,acct_230,2026-05-14T12:49:00Z,3061.73,9,active,mea,mobile,60.3,unicode café 東京
231,acct_231,2026-05-15T12:50:00Z,3075.10,10,paused,na,partner,61,plain note
232,acct_232,2026-05-16T12:51:00Z,3088.47,11,closed,eu,retail,61.7,"contains comma, here"
233,acct_233,2026-05-17T12:52:00Z,3101.84,12,archived,apac,web,62.4,"line one
line two"
234,acct_234,2026-05-18T12:53:00Z,3115.21,13,needs_review,latam,mobile,63.1,"escaped ""quote"""
235,acct_235,2026-05-19T12:54:00Z,3128.58,14,new,mea,partner,63.8,unicode café 東京
236,acct_236,2026-05-20T12:55:00Z,3141.95,15,active,na,retail,64.5,plain note
237,acct_237,2026-05-21T12:56:00Z,3155.32,16,paused,eu,web,65.2,"contains comma, here"
238,acct_238,2026-05-22T12:57:00Z,3168.69,17,closed,apac,mobile,65.9,"line one
line two"
239,acct_239,2026-05-23T12:58:00Z,3182.06,1,archived,latam,partner,66.6,"escaped ""quote"""
240,acct_240,2026-05-24T12:59:00Z,3195.43,2,needs_review,mea,retail,67.3,unicode café 東京
241,acct_241,2026-05-25T12:00:00Z,3208.80,3,new,na,web,68,plain note
242,acct_242,2026-05-26T12:01:00Z,3222.17,4,active,eu,mobile,68.7,"contains comma, here"
243,acct_243,2026-05-27T12:02:00Z,3235.54,5,paused,apac,partner,69.4,"line one
line two"
244,acct_244,2026-05-01T12:03:00Z,3248.91,6,closed,latam,retail,70.1,"escaped ""quote"""
245,acct_245,2026-05-02T12:04:00Z,3262.28,7,archived,mea,web,70.8,unicode café 東京
246,acct_246,2026-05-03T12:05:00Z,3275.65,8,needs_review,na,mobile,71.5,plain note
247,acct_247,2026-05-04T12:06:00Z,3289.02,9,new,eu,partner,72.2,"contains comma, here"
248,acct_248,2026-05-05T12:07:00Z,3302.39,10,active,apac,retail,72.9,"line one
line two"
249,acct_249,2026-05-06T12:08:00Z,3315.76,11,paused,latam,web,73.6,"escaped ""quote"""
250,acct_250,2026-05-07T12:09:00Z,3329.13,12,closed,mea,mobile,74.3,unicode café 東京
251,acct_251,2026-05-08T12:10:00Z,3342.50,13,archived,na,partner,75,plain note
252,acct_252,2026-05-09T12:11:00Z,3355.87,14,needs_review,eu,retail,75.7,"contains comma, here"
253,acct_253,2026-05-10T12:12:00Z,3369.24,15,new,apac,web,76.4,"line one
line two"
254,acct_254,2026-05-11T12:13:00Z,3382.61,16,active,latam,mobile,77.1,"escaped ""quote"""
255,acct_255,2026-05-12T12:14:00Z,3395.98,17,paused,mea,partner,77.8,unicode café 東京
256,acct_256,2026-05-13T12:15:00Z,3409.35,1,closed,na,retail,78.5,plain note
257,acct_257,2026-05-14T12:16:00Z,3422.72,2,archived,eu,web,79.2,"contains comma, here"
258,acct_258,2026-05-15T12:17:00Z,3436.09,3,needs_review,apac,mobile,79.9,"line one
line two"
259,acct_259,2026-05-16T12:18:00Z,3449.46,4,new,latam,partner,80.6,"escaped ""quote"""
260,acct_260,2026-05-17T12:19:00Z,3462.83,5,active,mea,retail,81.3,unicode café 東京
261,acct_261,2026-05-18T12:20:00Z,3476.20,6,paused,na,web,82,plain note
262,acct_262,2026-05-19T12:21:00Z,3489.57,7,closed,eu,mobile,82.7,"contains comma, here"
263,acct_263,2026-05-20T12:22:00Z,3502.94,8,archived,apac,partner,83.4,"line one
line two"
264,acct_264,2026-05-21T12:23:00Z,3516.31,9,needs_review,latam,retail,84.1,"escaped ""quote"""
265,acct_265,2026-05-22T12:24:00Z,3529.68,10,new,mea,web,84.8,unicode café 東京
266,acct_266,2026-05-23T12:25:00Z,3543.05,11,active,na,mobile,85.5,plain note
267,acct_267,2026-05-24T12:26:00Z,3556.42,12,paused,eu,partner,86.2,"contains comma, here"
268,acct_268,2026-05-25T12:27:00Z,3569.79,13,closed,apac,retail,86.9,"line one
line two"
269,acct_269,2026-05-26T12:28:00Z,3583.16,14,archived,latam,web,87.6,"escaped ""quote"""
270,acct_270,2026-05-27T12:29:00Z,3596.53,15,needs_review,mea,mobile,88.3,unicode café 東京
271,acct_271,2026-05-01T12:30:00Z,3609.90,16,new,na,partner,89,plain note
272,acct_272,2026-05-02T12:31:00Z,3623.27,17,active,eu,retail,89.7,"contains comma, here"
273,acct_273,2026-05-03T12:32:00Z,3636.64,1,paused,apac,web,90.4,"line one
line two"
274,acct_274,2026-05-04T12:33:00Z,3650.01,2,closed,latam,mobile,91.1,"escaped ""quote"""
275,acct_275,2026-05-05T12:34:00Z,3663.38,3,archived,mea,partner,91.8,unicode café 東京
276,acct_276,2026-05-06T12:35:00Z,3676.75,4,needs_review,na,retail,92.5,plain note
277,acct_277,2026-05-07T12:36:00Z,3690.12,5,new,eu,web,93.2,"contains comma, here"
278,acct_278,2026-05-08T12:37:00Z,3703.49,6,active,apac,mobile,93.9,"line one
line two"
279,acct_279,2026-05-09T12:38:00Z,3716.86,7,paused,latam,partner,94.6,"escaped ""quote"""
280,acct_280,2026-05-10T12:39:00Z,3730.23,8,closed,mea,retail,95.3,unicode café 東京
281,acct_281,2026-05-11T12:40:00Z,3743.60,9,archived,na,web,96,plain note
282,acct_282,2026-05-12T12:41:00Z,3756.97,10,needs_review,eu,mobile,96.7,"contains comma, here"
